frequency,raw,error,smoothed,error_smoothed,equalization,parametric_eq,fixed_band_eq,equalized_raw,equalized_smoothed,target
5312.77,2.17,-5.75,2.19,-5.73,4.76,4.28,1.92,6.93,6.95,7.92
5365.89,2.70,-5.14,2.69,-5.14,4.48,4.05,1.86,7.18,7.18,7.84
5419.55,3.18,-4.58,3.17,-4.60,4.21,3.83,1.79,7.39,7.37,7.76
5473.75,3.57,-4.12,3.56,-4.12,3.95,3.61,1.73,7.52,7.51,7.69
5528.49,3.86,-3.75,3.85,-3.75,3.69,3.40,1.67,7.55,7.54,7.61
5583.77,4.06,-3.47,4.06,-3.48,3.43,3.20,1.61,7.49,7.49,7.53
5639.61,4.19,-3.28,4.20,-3.26,3.17,3.00,1.56,7.36,7.37,7.47
5696.00,4.31,-3.09,4.31,-3.09,2.91,2.82,1.50,7.22,7.22,7.40
5752.96,4.40,-2.94,4.40,-2.94,2.66,2.64,1.45,7.06,7.05,7.34
5810.49,4.49,-2.79,4.49,-2.79,2.40,2.47,1.40,6.89,6.89,7.28
5868.60,4.60,-2.62,4.60,-2.62,2.14,2.31,1.34,6.74,6.74,7.22
5927.28,4.74,-2.42,4.74,-2.42,1.88,2.16,1.30,6.62,6.62,7.16
5986.56,4.92,-2.17,4.91,-2.18,1.62,2.01,1.25,6.54,6.53,7.09
6046.42,5.15,-1.86,5.13,-1.88,1.36,1.87,1.20,6.51,6.49,7.01
6106.89,5.42,-1.50,5.38,-1.55,1.10,1.73,1.16,6.52,6.47,6.92
6167.96,5.72,-1.11,5.65,-1.18,0.83,1.61,1.12,6.55,6.48,6.83
6229.64,6.05,-0.69,5.94,-0.80,0.56,1.48,1.07,6.61,6.50,6.74
6291.93,6.39,-0.26,6.22,-0.44,0.29,1.37,1.03,6.68,6.51,6.65
6354.85,6.72,0.15,6.48,-0.10,0.03,1.25,1.00,6.75,6.51,6.57
6418.40,7.04,0.55,6.69,0.19,-0.20,1.15,0.96,6.84,6.49,6.49
6482.58,7.33,0.91,6.85,0.42,-0.40,1.04,0.92,6.93,6.45,6.42
6547.41,7.60,1.26,6.95,0.60,-0.55,0.94,0.89,7.05,6.40,6.34
6612.88,7.84,1.58,6.98,0.70,-0.64,0.84,0.85,7.20,6.34,6.26
6679.01,8.03,1.85,6.92,0.73,-0.66,0.75,0.82,7.37,6.27,6.18
6745.80,8.16,2.06,6.78,0.67,-0.60,0.66,0.79,7.56,6.18,6.10
6813.26,8.23,2.22,6.55,0.54,-0.48,0.57,0.75,7.76,6.08,6.01
6881.39,8.19,2.28,6.25,0.34,-0.29,0.49,0.72,7.90,5.96,5.91
6950.21,8.05,2.23,5.90,0.09,-0.07,0.40,0.69,7.98,5.83,5.82
7019.71,7.82,2.09,5.53,-0.19,0.17,0.32,0.66,7.99,5.70,5.73
7089.91,7.49,1.85,5.17,-0.44,0.39,0.24,0.63,7.89,5.56,5.64
7160.81,7.06,1.52,4.84,-0.66,0.60,0.16,0.60,7.66,5.44,5.54
7232.41,6.59,1.16,4.56,-0.83,0.75,0.09,0.58,7.34,5.32,5.43
7304.74,6.10,0.78,4.35,-0.93,0.85,0.01,0.55,6.96,5.21,5.32
7377.79,5.68,0.47,4.21,-0.95,0.90,-0.07,0.52,6.58,5.11,5.21
7451.56,5.37,0.27,4.13,-0.91,0.89,-0.14,0.49,6.26,5.02,5.10
7526.08,5.18,0.19,4.09,-0.83,0.83,-0.21,0.46,6.01,4.93,4.99
7601.34,5.09,0.20,4.08,-0.72,0.74,-0.29,0.43,5.83,4.82,4.89
7677.35,5.07,0.28,4.09,-0.60,0.62,-0.36,0.40,5.70,4.71,4.79
7754.13,5.08,0.39,4.09,-0.47,0.50,-0.43,0.37,5.58,4.59,4.69
7831.67,5.11,0.52,4.09,-0.35,0.37,-0.50,0.34,5.48,4.46,4.59
7909.98,5.17,0.68,4.09,-0.23,0.25,-0.57,0.31,5.42,4.34,4.49
7989.08,5.30,0.91,4.08,-0.12,0.13,-0.65,0.28,5.43,4.21,4.39
8068.98,5.58,1.30,4.05,-0.01,0.03,-0.72,0.24,5.61,4.09,4.28
8149.67,5.93,1.76,4.02,0.08,-0.06,-0.79,0.21,5.87,3.96,4.17
8231.16,6.38,2.33,3.98,0.16,-0.15,-0.86,0.17,6.23,3.82,4.05
8313.47,6.78,2.84,3.92,0.23,-0.24,-0.93,0.14,6.54,3.68,3.94
8396.61,7.10,3.27,3.87,0.31,-0.33,-1.01,0.10,6.77,3.54,3.83
8480.57,7.10,3.38,3.83,0.39,-0.42,-1.08,0.06,6.68,3.41,3.72
8565.38,6.62,3.03,3.80,0.49,-0.52,-1.15,0.03,6.10,3.28,3.59
8651.03,5.73,2.27,3.78,0.60,-0.61,-1.23,-0.01,5.12,3.17,3.46
8737.54,4.40,1.07,3.77,0.71,-0.70,-1.30,-0.06,3.70,3.06,3.33
8824.92,2.70,-0.50,3.74,0.81,-0.79,-1.38,-0.10,1.91,2.96,3.20
8913.17,0.91,-2.16,3.70,0.89,-0.86,-1.45,-0.14,0.05,2.84,3.07
9002.30,-0.88,-3.83,3.63,0.94,-0.92,-1.53,-0.18,-1.80,2.71,2.95
9092.32,-2.40,-5.20,3.54,0.98,-0.96,-1.61,-0.23,-3.36,2.58,2.80
9183.25,-3.56,-6.21,3.44,0.99,-0.98,-1.69,-0.27,-4.54,2.45,2.65
9275.08,-4.38,-6.88,3.32,0.99,-0.99,-1.76,-0.32,-5.37,2.33,2.50
9367.83,-4.69,-7.05,3.19,0.97,-0.98,-1.84,-0.37,-5.67,2.21,2.36
9461.51,-4.76,-6.97,3.05,0.95,-0.94,-1.92,-0.41,-5.70,2.11,2.21
9556.12,-4.76,-6.81,2.91,0.92,-0.90,-2.00,-0.46,-5.66,2.01,2.05
9651.68,-4.70,-6.57,2.76,0.88,-0.86,-2.08,-0.51,-5.56,1.90,1.87
9748.20,-4.53,-6.23,2.61,0.84,-0.82,-2.16,-0.57,-5.35,1.79,1.70
9845.68,-3.87,-5.39,2.46,0.79,-0.79,-2.24,-0.62,-4.66,1.66,1.52
9944.14,-2.78,-4.13,2.31,0.75,-0.79,-2.32,-0.67,-3.56,1.53,1.35
10043.58,-1.32,-2.50,2.17,0.70,-0.80,-2.40,-0.73,-2.11,1.37,1.18
10144.02,0.31,-0.70,2.09,0.79,-0.83,-2.49,-0.78,-0.51,1.26,1.01
10245.46,1.84,1.00,2.00,0.88,-0.88,-2.57,-0.84,0.96,1.13,0.84
10347.91,3.10,2.43,1.92,0.97,-0.95,-2.65,-0.90,2.16,0.97,0.67
10451.39,3.97,3.47,1.83,1.06,-1.03,-2.73,-0.96,2.94,0.80,0.50
10555.91,4.12,3.79,1.74,1.15,-1.13,-2.81,-1.02,2.99,0.61,0.33
10661.46,3.85,3.70,1.65,1.24,-1.23,-2.89,-1.09,2.62,0.42,0.15
10768.08,3.23,3.28,1.56,1.33,-1.33,-2.97,-1.15,1.90,0.23,-0.05
10875.76,2.39,2.63,1.47,1.43,-1.43,-3.05,-1.22,0.96,0.04,-0.24
10984.52,1.65,2.09,1.38,1.52,-1.52,-3.13,-1.29,0.13,-0.15,-0.44
11094.36,1.04,1.68,1.28,1.62,-1.62,-3.21,-1.37,-0.58,-0.34,-0.64
11205.31,0.64,1.47,1.19,1.72,-1.72,-3.29,-1.45,-1.08,-0.53,-0.83
11317.36,0.66,1.71,1.09,1.82,-1.82,-3.37,-1.53,-1.16,-0.73,-1.05
11430.53,0.94,2.21,0.99,1.92,-1.92,-3.44,-1.61,-0.98,-0.93,-1.27
11544.84,1.83,3.31,0.89,2.02,-2.02,-3.52,-1.70,-0.19,-1.13,-1.48
11660.29,3.12,4.82,0.79,2.12,-2.12,-3.59,-1.79,1.00,-1.33,-1.70
11776.89,4.43,6.35,0.69,2.23,-2.23,-3.67,-1.89,2.21,-1.53,-1.92
11894.66,5.10,7.21,0.59,2.33,-2.33,-3.74,-1.99,2.77,-1.74,-2.11
12013.60,5.61,7.92,0.48,2.44,-2.44,-3.81,-2.10,3.18,-1.95,-2.31
12133.74,5.38,7.88,0.38,2.54,-2.54,-3.88,-2.21,2.84,-2.16,-2.50
12255.08,4.41,7.10,0.27,2.65,-2.65,-3.95,-2.33,1.76,-2.38,-2.69
12377.63,3.09,5.97,0.16,2.76,-2.76,-4.01,-2.46,0.33,-2.60,-2.88
12501.41,1.68,4.75,0.05,2.87,-2.87,-4.08,-2.59,-1.19,-2.82,-3.07
12626.42,0.39,3.65,-0.06,2.98,-2.98,-4.14,-2.73,-2.59,-3.04,-3.26
12752.68,-0.66,2.79,-0.17,3.09,-3.09,-4.20,-2.88,-3.75,-3.26,-3.45
12880.21,-1.35,2.29,-0.28,3.21,-3.21,-4.26,-3.05,-4.56,-3.49,-3.64
13009.01,-1.87,1.96,-0.40,3.32,-3.32,-4.31,-3.22,-5.19,-3.72,-3.83
13139.10,-2.38,1.64,-0.51,3.44,-3.44,-4.37,-3.40,-5.82,-3.95,-4.02
13270.49,-2.61,1.59,-0.63,3.56,-3.56,-4.42,-3.60,-6.16,-4.18,-4.20
13403.20,-2.78,1.57,-0.75,3.67,-3.67,-4.47,-3.82,-6.45,-4.42,-4.35
13537.23,-2.83,1.68,-0.86,3.79,-3.79,-4.52,-4.04,-6.62,-4.66,-4.51
13672.60,-2.78,1.89,-0.98,3.91,-3.91,-4.57,-4.29,-6.69,-4.90,-4.67
13809.33,-2.61,2.22,-1.11,4.03,-4.03,-4.61,-4.55,-6.64,-5.14,-4.83
13947.42,-2.19,2.80,-1.23,4.16,-4.16,-4.66,-4.84,-6.35,-5.39,-4.99
14086.90,-1.74,3.40,-1.35,4.28,-4.28,-4.70,-5.14,-6.02,-5.63,-5.14
14227.77,-1.28,3.99,-1.48,4.41,-4.41,-4.74,-5.48,-5.68,-5.88,-5.27
14370.04,-1.06,4.35,-1.61,4.53,-4.53,-4.77,-5.82,-5.59,-6.14,-5.41
14513.74,-1.18,4.37,-1.73,4.66,-4.66,-4.81,-6.21,-5.84,-6.39,-5.55
14658.88,-1.97,3.71,-1.86,4.79,-4.79,-4.84,-6.61,-6.76,-6.65,-5.68
14805.47,-2.89,2.93,-1.99,4.92,-4.92,-4.87,-7.04,-7.81,-6.91,-5.82
14953.52,-4.03,1.93,-2.13,5.05,-5.05,-4.90,-7.49,-9.08,-7.17,-5.96
15103.06,-4.79,1.34,-2.26,5.18,-5.18,-4.93,-7.95,-9.97,-7.44,-6.13
15254.09,-5.36,0.95,-2.39,5.31,-5.31,-4.96,-8.41,-10.67,-7.70,-6.31
15406.63,-5.22,1.27,-2.53,5.44,-5.44,-4.98,-8.85,-10.66,-7.97,-6.49
15560.70,-5.00,1.68,-2.66,5.58,-5.58,-5.01,-9.25,-10.58,-8.24,-6.68
15716.30,-4.64,2.22,-2.80,5.72,-5.72,-5.03,-9.55,-10.35,-8.52,-6.86
15873.47,-4.11,2.93,-2.94,5.85,-5.85,-5.05,-9.76,-9.96,-8.79,-7.04
16032.20,-3.49,3.76,-3.08,5.99,-5.99,-5.07,-9.78,-9.48,-9.07,-7.25
16192.52,-2.72,4.82,-3.22,6.13,-6.13,-5.08,-9.69,-8.85,-9.35,-7.54
16354.45,-2.18,5.65,-3.37,6.27,-6.27,-5.10,-9.37,-8.45,-9.64,-7.83
16517.99,-1.87,6.25,-3.51,6.41,-6.41,-5.11,-8.97,-8.28,-9.92,-8.12
16683.17,-2.51,5.90,-3.66,6.56,-6.56,-5.13,-8.41,-9.06,-10.21,-8.41
16850.01,-3.86,4.84,-3.80,6.70,-6.70,-5.14,-7.82,-10.56,-10.50,-8.70
17018.51,-5.70,3.31,-3.95,6.84,-6.84,-5.15,-7.17,-12.54,-10.80,-9.01
17188.69,-7.67,1.82,-4.10,6.99,-6.99,-5.16,-6.53,-14.66,-11.09,-9.49
17360.58,-8.58,1.38,-4.25,7.14,-7.14,-5.17,-5.89,-15.72,-11.39,-9.96
17534.18,-8.63,1.81,-4.40,7.29,-7.29,-5.18,-5.28,-15.92,-11.69,-10.44
17709.53,-7.57,3.34,-4.56,7.44,-7.44,-5.19,-4.72,-15.01,-11.99,-10.91
17886.62,-6.15,5.24,-4.71,7.59,-7.59,-5.20,-4.18,-13.74,-12.30,-11.39
18065.49,-4.77,7.19,-4.86,7.74,-7.74,-5.20,-3.70,-12.51,-12.60,-11.96
18246.14,-3.61,9.09,-5.02,7.89,-7.89,-5.21,-3.24,-11.50,-12.91,-12.70
18428.60,-3.03,10.41,-5.18,8.05,-8.05,-5.21,-2.84,-11.07,-13.22,-13.44
18612.89,-2.70,11.49,-5.34,8.20,-8.20,-5.22,-2.46,-10.90,-13.54,-14.19
18799.02,-2.54,12.39,-5.50,8.36,-8.36,-5.22,-2.13,-10.90,-13.86,-14.93
18987.01,-2.44,13.23,-5.66,8.51,-8.51,-5.23,-1.82,-10.95,-14.17,-15.67
19176.88,-2.45,14.26,-5.82,8.67,-8.67,-5.23,-1.55,-11.12,-14.50,-16.71
19368.65,-2.68,15.10,-5.99,8.83,-8.83,-5.23,-1.31,-11.51,-14.82,-17.78
19562.33,-3.19,15.65,-6.15,8.99,-8.99,-5.23,-1.10,-12.18,-15.15,-18.84
19757.96,-3.99,15.92,-6.32,9.16,-9.16,-5.24,-0.88,-13.14,-15.47,-19.91
19955.54,-4.79,16.18,-6.49,9.32,-9.32,-5.24,-0.67,-14.11,-15.81,-20.97
